?match	?score	?gene	?genename	?taxon	?taxonname
<http://purl.org/phenoscape/uuid/a97b17dd-459e-4575-8a3f-dbed8b18b36a>	"0.18217627523584456"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0066477>	"Opisthopterus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/bf103254-c238-45de-933d-797e20c79a70>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0070261>	"Alabes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/bf13a556-c105-4120-9fe0-00260262c244>	"0.18217627523584456"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0079999>	"Orthogonikleithridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/ba834682-2bb5-4bf4-8f34-004c8ade4ba1>	"0.11421385376431295"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0080000>	"Orthogonikleithrus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/9e6591ba-538a-4338-b5bd-6dd1b30597dc>	"0.13839179764901732"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0081092>	"Kaurauridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b853ff7a-9bab-47cb-9c86-cac5742e9c99>	"0.036697107598629694"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0081338>	"Truebella"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/bf122f7c-668c-41e2-bf22-626291237d1f>	"0.07538584164621351"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0083112>	"Paracassina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/bf5584e8-bfc2-4d26-948d-d48e44868c11>	"0.16147656233228355"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9000034>	"Eureptilia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/bfbf8f59-78ed-4ff1-805c-5e8a6c9e8a57>	"0.14035318307331202"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9012172>	"Placodermi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a01c0780-b9b6-4978-9185-1327ed8e93e0>	"0.09662357761126308"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9006364>	"Tristichopteridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/ae11389b-9c8a-40e9-a4ab-4be998caed94>	"0.11421385376431295"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010197>	"Theriiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a121b675-3157-4286-af71-f5a1ced6f4b9>	"0.12766402080000835"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9022988>	"Rhizodontidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a85c51a8-0e9a-4d01-9318-a1ee61e2260d>	"0.12766402080000835"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9025577>	"Suchia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/ae0bff3a-5743-4f68-bf8e-a0dfd38f36b5>	"0.07368490180365266"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9004052>	"Cathayornithidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b5458a9f-53dc-4270-be7b-0d530c3a97cd>	"0.12124088411148491"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9030428>	"Silesauridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b5d58869-8a2d-4210-aa52-9468dd4fc1fe>	"0.005473381677902978"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9005294>	"Aerosaurus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a348710f-53e7-4257-b91b-f8a705b33658>	"0.06223518658501299"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9030373>	"Aetosauria"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b5f49d47-ce13-4a2d-aee8-5f70f3e81541>	"0.0981229226966224"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9034428>	"Varanodontinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a10af529-055e-4936-be81-db9e757dcc6b>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010117>	"Proterochampsia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b8d51396-de48-4b04-92c6-0578095dc7ef>	"0.0948727519169672"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9020543>	"Seymouriamorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a8a635d3-6254-44db-9348-ae83b7bbe80f>	"0.16147656233228355"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9023950>	"Dissorophoidea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b46c467e-e9c9-4ad4-ab3f-0012d5a68554>	"0.1248684925963886"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9007559>	"Rhadinichthyidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a8369564-24d5-46e5-9b16-7a44fc261a5e>	"0.11081698481671996"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9008470>	"Rhachitomi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b0e35345-7439-4aa0-9a1a-a06ca90a2739>	"0.07500496128175987"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010160>	"Casea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/c031166a-31e9-4eb1-9d7c-bf53a350433d>	"0.07963887537121327"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9033764>	"Acanthodiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a582a335-58d5-4b0f-b2dc-d1f5990293ea>	"0.08851424172376296"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9020173>	"Shuvosauridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/9f033a55-e1b7-4888-8ebb-9242b382f99a>	"0.08687080841763106"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9020385>	"Keraterpetontidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/af6a10b1-ca8b-48d3-9848-0af0d3bbecf9>	"0.027348314944070164"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9020425>	"Hapsidopareiontidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/a2da0912-20ef-4f0e-9ce6-e5fdda7956df>	"0.08851424172376296"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9031404>	"Diadectomorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/b8eb89df-5542-4155-be40-ae2ffa93913c>	"0.005231139294387816"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9022808>	"Traquairius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1b9a3eaf-1f2d-425c-a335-dfeb89a39330>	"0.04947257425218059"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0000124>	"Carcharhiniformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/298c573b-ce8b-45b1-8a5d-9b408f9b5bd7>	"0.050767254383249145"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0000749>	"Hexanchidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2b42fc6f-e27e-4fd6-8c26-70ff6c7636e1>	"0.24953324923320214"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0001462>	"Teleostomi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0ceb03ce-86f3-415c-a51b-f115b68a4d67>	"0.15606232901833117"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0001465>	"Tetrapoda"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2e7b7cad-3af6-43a5-811e-82bcc4651832>	"0.19242485260752903"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0001466>	"Amphibia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2daf86cb-3801-4893-9092-a5715d9abdb2>	"0.19242485260752903"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0002210>	"Anura"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1bc52c9c-c1be-49e0-816e-7d8291f814a9>	"0.10634490279656353"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0002418>	"Xenopus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0d860601-2def-4a2d-b71b-65b7267c4d2d>	"0.12124088411148491"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0002634>	"Spea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/21d9ef66-bd9a-4adc-a302-7c36c84612b3>	"0.053412424632633626"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0002655>	"Bombina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/16d2cc50-36f2-410f-b33d-128bcf8d4275>	"0.11251083385556307"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0003369>	"Pyxicephalinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1c8b5502-4ce4-41bb-86be-09312afcf33a>	"0.026739522463503942"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0003413>	"Tomopterna"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/20f09270-1025-4f17-9edc-0f4a08a2781d>	"0.0948727519169672"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0004602>	"Arthroleptis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/29d61fb9-738a-4a06-a985-62fefd0cda72>	"0.05060490866567528"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0004637>	"Leptopelis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2d2268d2-7ca2-4fa1-a7ea-a7b07998458f>	"0.021544257284174362"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0004665>	"Phlyctimantis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/11b6559e-d288-4f34-9947-955fedb84f5e>	"0.09214743181984969"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0004743>	"Kassina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/252733d3-354b-4836-9f6e-7aaa8128a311>	"0.10378078359964121"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0006373>	"Hylidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/26e9e261-2d0e-4314-a5ed-1e58dbc35bdb>	"0.061536075339160605"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0007064>	"Hylodes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/07b66c5e-6d64-425f-a535-fc03a13966f4>	"0.1282008384043209"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0007081>	"Bufonidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0db9a509-bb02-4303-9145-a89e0758f695>	"0.13408715748853178"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9000177>	"Reptiliomorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2d88dbe1-0178-40b4-9136-6989538b3408>	"0.12843822846731057"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9031854>	"Cynodontia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2238d51d-51ac-45a4-8a0e-1452eec0c624>	"0.12201509177878711"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0008261>	"Proboscidea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0caeadd0-cf5f-4162-8b8a-2417285d2144>	"0.14417956738064303"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0008279>	"Insectivora"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/19d9a947-30fa-4ff6-a6ec-d250cf3a4cc4>	"0.11274044062607899"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0010456>	"Carnivora"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/02bca58c-fe8b-4487-abc0-cb4dfb4ff1ed>	"0.11421385376431295"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0012330>	"Rodentia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1014669f-1a6d-477d-a532-925a28ce4ee6>	"0.12124088411148491"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0015578>	"Monotremata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1fb8878c-3ff3-47c2-b8ed-a113259ed6ab>	"0.12766402080000835"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0015587>	"Sauropsida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/251f87c6-0c60-450b-888a-6f0982d5451b>	"0.055734736974132996"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0033978>	"Albulidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/26d147a1-575a-45ae-aec7-14224caceda2>	"0.048749090400230344"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0080344>	"Lepisosteiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0daebfbf-5b35-4c50-b4c4-179e7b4cd0cd>	"0.19655555657421891"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0034699>	"Alosa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/270b4233-95a0-4642-9852-d6a89ce0c8aa>	"0.09293882741097503"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0035450>	"Brochis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0c3e9df1-7ccc-43e3-b913-44b74066bf06>	"0.18217627523584456"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0035636>	"Gladioglanis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/28df62f7-fd3c-45dd-adef-c6317ca2924a>	"0.12914343828975064"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0035685>	"Brustiarius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2fe4a041-636d-456e-80dc-4c14ddc996d9>	"0.12493581149823213"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0035826>	"Nemapteryx"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2a01e2ae-325c-46ea-b362-6dad9fcf2a60>	"0.18579006426135275"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0036306>	"Pimelodidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1c2720e6-625b-4f82-a51c-03ccce60280e>	"0.26896714932614463"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0036816>	"Loricariidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0d7fb8d8-3fdd-42b5-9479-4b08569685c5>	"0.12994135936788412"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037161>	"Pareiorhina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2839484c-5936-49f4-b3b8-be60ac900ed7>	"0.11608655078277724"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037202>	"Neoplecostomus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2ece7ca0-7f5f-498a-ba5c-1f3b29d0e68c>	"0.19655555657421891"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037296>	"Pseudancistrus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1f0f6dce-7033-4470-978a-96103eb56951>	"0.024700102566326182"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037805>	"Bryconaethiops"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1e768028-77b9-462a-b3e4-a99a306822f8>	"0.1008565516525065"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037990>	"Chalceus"^^<http://www.w3.org/2001/XMLSchema#string>
